Date,device_id,device_type,brand,sales_quantity,price,region
2025-09-13,137,iPhone,Apple,38,1371.41,West
2025-09-13,106,Samsung Phone,Samsung,54,986.62,South
2025-09-13,179,iPhone,Apple,76,1440.37,East
2025-09-13,16,Samsung Watch,Samsung,15,340.76,South
2025-09-13,472,Samsung Watch,Samsung,92,645.48,North
2025-09-14,242,iPhone,Apple,50,892.71,East
2025-09-14,334,iPhone,Apple,56,1259.52,East
2025-09-14,381,iPhone,Apple,95,1262.78,East
2025-09-14,387,Samsung Watch,Samsung,9,160.09,North
2025-09-14,226,Apple Watch,Apple,8,416.64,West
2025-09-15,481,Samsung Phone,Samsung,19,415.55,South
2025-09-15,242,Samsung Phone,Samsung,51,1197.67,North
2025-09-15,408,Samsung Watch,Samsung,72,217.21,North
2025-09-15,457,Samsung Phone,Samsung,98,834.25,East
2025-09-15,141,iPhone,Apple,57,1311.5,East
2025-09-16,386,Apple Watch,Apple,68,320.76,North
2025-09-16,199,Samsung Phone,Samsung,31,788.04,West
2025-09-16,112,Apple Watch,Apple,3,564.46,East
2025-09-16,127,iPhone,Apple,99,744.18,North
2025-09-16,21,Samsung Phone,Samsung,83,1022.84,East
2025-09-17,147,Samsung Watch,Samsung,43,314.64,South
2025-09-17,89,Apple Watch,Apple,29,326.61,South
2025-09-17,303,iPhone,Apple,10,1102.46,South
2025-09-17,406,Apple Watch,Apple,12,446.19,East
2025-09-17,203,Samsung Phone,Samsung,46,1136.23,East
2025-09-18,417,Samsung Phone,Samsung,30,1104.05,West
2025-09-18,416,Samsung Watch,Samsung,94,415.84,South
2025-09-18,448,iPhone,Apple,82,923.34,West
2025-09-18,85,iPhone,Apple,88,892.97,North
2025-09-18,167,Samsung Watch,Samsung,32,297.16,North
2025-09-19,384,Samsung Watch,Samsung,73,449.5,South
2025-09-19,468,iPhone,Apple,47,1324.48,West
2025-09-19,72,Apple Watch,Apple,88,386.45,East
2025-09-19,298,Apple Watch,Apple,63,314.06,West
2025-09-19,485,Samsung Watch,Samsung,26,411.52,North
2025-09-20,9,Apple Watch,Apple,3,241.42,West
2025-09-20,281,iPhone,Apple,23,1231.15,North
2025-09-20,473,Samsung Phone,Samsung,75,814.69,North
2025-09-20,481,Samsung Phone,Samsung,74,797.1,West
2025-09-20,258,Apple Watch,Apple,50,380.27,East
2025-09-21,275,Samsung Watch,Samsung,36,647.57,North
2025-09-21,238,Samsung Watch,Samsung,13,199.77,West
2025-09-21,20,Samsung Watch,Samsung,29,628.4,North
2025-09-21,490,Samsung Watch,Samsung,38,357.19,South
2025-09-21,233,Samsung Watch,Samsung,77,634.34,East
2025-09-22,490,Apple Watch,Apple,90,637.26,South
2025-09-22,221,Samsung Phone,Samsung,84,483.34,North
2025-09-22,326,Samsung Phone,Samsung,5,1065.23,East
2025-09-22,17,Apple Watch,Apple,20,609.31,West
2025-09-22,380,Samsung Watch,Samsung,78,167.77,West
2025-09-23,89,Apple Watch,Apple,14,280.22,East
2025-09-23,486,Samsung Phone,Samsung,8,908.5,South
2025-09-23,196,iPhone,Apple,48,1196.34,South
2025-09-23,350,Apple Watch,Apple,13,647.99,East
2025-09-23,84,Samsung Watch,Samsung,24,546.13,West
2025-09-24,387,Samsung Phone,Samsung,79,927.62,East
2025-09-24,87,Samsung Phone,Samsung,65,1012.99,South
2025-09-24,307,Samsung Phone,Samsung,86,860.07,North
2025-09-24,338,Samsung Phone,Samsung,34,608.63,West
2025-09-24,154,Samsung Watch,Samsung,51,651.81,East
2025-09-25,440,iPhone,Apple,3,616.39,North
2025-09-25,228,Samsung Phone,Samsung,90,693.25,South
2025-09-25,448,Apple Watch,Apple,78,637.32,West
2025-09-25,264,iPhone,Apple,58,984.44,East
2025-09-25,465,Samsung Phone,Samsung,72,419.87,South
2025-09-26,223,iPhone,Apple,55,659.38,East
2025-09-26,421,Apple Watch,Apple,80,589.18,East
2025-09-26,493,Samsung Phone,Samsung,42,1171.89,West
2025-09-26,121,Apple Watch,Apple,21,531.12,South
2025-09-26,481,Samsung Watch,Samsung,10,428.72,South
2025-09-27,411,Samsung Phone,Samsung,57,654.66,North
2025-09-27,173,Samsung Phone,Samsung,25,605.35,South
2025-09-27,4,Samsung Phone,Samsung,56,416.79,South
2025-09-27,342,Samsung Phone,Samsung,38,618.36,West
2025-09-27,128,Samsung Watch,Samsung,86,397.01,North
2025-09-28,474,Samsung Phone,Samsung,61,558.36,West
2025-09-28,480,iPhone,Apple,47,678.61,South
2025-09-28,472,Samsung Phone,Samsung,54,974.18,North
2025-09-28,110,Samsung Watch,Samsung,46,642.04,West
2025-09-28,355,Samsung Phone,Samsung,68,1149.42,North
2025-09-29,37,iPhone,Apple,4,1156.2,South
2025-09-29,480,Samsung Watch,Samsung,94,179.03,North
2025-09-29,71,Samsung Watch,Samsung,66,557.47,North
2025-09-29,289,iPhone,Apple,93,699.09,North
2025-09-29,31,iPhone,Apple,43,1202.77,South
2025-09-30,439,iPhone,Apple,62,1301.43,South
2025-09-30,381,iPhone,Apple,100,1253.28,North
2025-09-30,268,iPhone,Apple,85,1456.7,West
2025-09-30,11,Samsung Watch,Samsung,85,555.98,West
2025-09-30,344,Samsung Watch,Samsung,85,531.27,South
2025-10-01,328,Samsung Phone,Samsung,4,609.39,East
2025-10-01,32,Samsung Phone,Samsung,65,1139.81,West
2025-10-01,57,Apple Watch,Apple,62,307.73,North
2025-10-01,166,Samsung Phone,Samsung,90,1123.92,East
2025-10-01,188,Samsung Phone,Samsung,2,650.13,South
2025-10-02,342,iPhone,Apple,9,717.15,West
2025-10-02,482,iPhone,Apple,57,1344.01,East
2025-10-02,19,Samsung Phone,Samsung,45,402.0,South
2025-10-02,116,Apple Watch,Apple,18,699.25,South
2025-10-02,468,iPhone,Apple,48,836.08,North
2025-10-03,184,Samsung Phone,Samsung,42,1107.78,West
2025-10-03,270,Samsung Phone,Samsung,41,953.18,East
2025-10-03,33,Samsung Watch,Samsung,75,516.4,North
2025-10-03,10,Apple Watch,Apple,89,419.19,West
2025-10-03,80,Samsung Watch,Samsung,90,182.67,East
2025-10-04,192,Apple Watch,Apple,58,698.04,South
2025-10-04,320,iPhone,Apple,100,753.81,South
2025-10-04,190,Apple Watch,Apple,42,423.36,West
2025-10-04,68,Samsung Phone,Samsung,35,880.28,North
2025-10-04,475,Samsung Phone,Samsung,38,785.8,East
2025-10-05,348,Apple Watch,Apple,67,319.2,East
2025-10-05,125,Apple Watch,Apple,41,284.37,South
2025-10-05,427,Apple Watch,Apple,99,273.95,West
2025-10-05,336,Samsung Watch,Samsung,50,624.65,North
2025-10-05,59,Apple Watch,Apple,86,218.94,South
2025-10-06,436,iPhone,Apple,72,1479.31,South
2025-10-06,97,Samsung Watch,Samsung,79,259.19,North
2025-10-06,496,Samsung Watch,Samsung,45,210.68,East
2025-10-06,275,Apple Watch,Apple,71,546.18,East
2025-10-06,149,iPhone,Apple,19,671.99,West
2025-10-07,278,Samsung Watch,Samsung,17,481.35,South
2025-10-07,265,Samsung Phone,Samsung,65,1080.5,West
2025-10-07,9,Samsung Watch,Samsung,93,176.34,East
2025-10-07,457,Apple Watch,Apple,77,679.92,North
2025-10-07,283,iPhone,Apple,56,955.03,East
2025-10-08,273,Apple Watch,Apple,93,295.69,East
2025-10-08,428,Samsung Phone,Samsung,41,540.88,South
2025-10-08,301,Samsung Phone,Samsung,42,1135.01,East
2025-10-08,8,Samsung Phone,Samsung,6,488.48,West
2025-10-08,208,Apple Watch,Apple,69,720.07,North
2025-10-09,402,Samsung Watch,Samsung,98,449.33,South
2025-10-09,125,Apple Watch,Apple,75,223.43,North
2025-10-09,123,iPhone,Apple,73,1018.03,West
2025-10-09,33,Samsung Watch,Samsung,40,599.6,West
2025-10-09,1,Samsung Phone,Samsung,41,980.96,East
2025-10-10,204,Apple Watch,Apple,9,493.27,West
2025-10-10,6,Samsung Phone,Samsung,8,1088.04,East
2025-10-10,297,Samsung Phone,Samsung,44,496.29,South
2025-10-10,439,iPhone,Apple,58,1418.95,North
2025-10-10,5,Samsung Watch,Samsung,67,615.54,East
2025-10-11,443,iPhone,Apple,13,1237.45,East
2025-10-11,80,iPhone,Apple,19,1336.1,South
2025-10-11,274,iPhone,Apple,98,1089.43,West
2025-10-11,177,Samsung Phone,Samsung,96,940.13,East
2025-10-11,338,iPhone,Apple,49,1104.54,West
2025-10-12,321,iPhone,Apple,80,919.89,East
2025-10-12,339,Samsung Watch,Samsung,100,462.87,West
2025-10-12,438,Samsung Watch,Samsung,82,291.61,East
2025-10-12,445,iPhone,Apple,78,996.25,North
2025-10-12,136,Samsung Watch,Samsung,30,304.43,North
2025-10-13,387,Samsung Watch,Samsung,66,217.59,North
2025-10-13,25,iPhone,Apple,77,889.68,East
2025-10-13,325,Samsung Phone,Samsung,91,1081.59,West
2025-10-13,183,iPhone,Apple,59,942.97,South
2025-10-13,168,Samsung Watch,Samsung,53,561.4,South
2025-10-14,467,Samsung Phone,Samsung,52,540.16,South
2025-10-14,338,Apple Watch,Apple,81,454.65,North
2025-10-14,178,Samsung Phone,Samsung,31,491.88,North
2025-10-14,373,Samsung Watch,Samsung,15,226.24,North
2025-10-14,95,Samsung Phone,Samsung,20,893.95,West
2025-10-15,33,iPhone,Apple,5,1146.73,North
2025-10-15,111,Apple Watch,Apple,7,328.02,West
2025-10-15,146,Apple Watch,Apple,18,484.65,West
2025-10-15,381,Apple Watch,Apple,56,717.98,West
2025-10-15,441,Samsung Watch,Samsung,75,245.81,East
2025-10-16,231,Samsung Watch,Samsung,96,160.57,South
2025-10-16,272,Apple Watch,Apple,91,591.2,West
2025-10-16,336,Samsung Phone,Samsung,90,442.8,South
2025-10-16,495,Apple Watch,Apple,45,787.96,West
2025-10-16,38,Samsung Phone,Samsung,28,887.7,West
2025-10-17,425,Samsung Phone,Samsung,50,776.32,North
2025-10-17,135,Samsung Watch,Samsung,2,386.5,South
2025-10-17,334,Samsung Phone,Samsung,84,858.46,West
2025-10-17,235,Apple Watch,Apple,68,254.37,South
2025-10-17,437,Samsung Watch,Samsung,77,661.51,North
2025-10-18,319,iPhone,Apple,24,1163.08,West
2025-10-18,368,iPhone,Apple,48,765.58,North
2025-10-18,345,Samsung Watch,Samsung,45,459.42,West
2025-10-18,160,Apple Watch,Apple,93,279.95,North
2025-10-18,38,iPhone,Apple,58,615.8,North
2025-10-19,150,iPhone,Apple,36,1167.47,East
2025-10-19,400,Samsung Phone,Samsung,2,918.79,West
2025-10-19,308,Samsung Phone,Samsung,18,866.96,West
2025-10-19,29,Apple Watch,Apple,49,310.09,West
2025-10-19,144,Samsung Watch,Samsung,8,481.89,South
2025-10-20,76,Apple Watch,Apple,58,233.91,East
2025-10-20,145,Samsung Watch,Samsung,15,485.08,South
2025-10-20,229,iPhone,Apple,17,1098.62,West
2025-10-20,64,Samsung Phone,Samsung,23,924.2,East
2025-10-20,347,Apple Watch,Apple,66,737.29,North
2025-10-21,345,Apple Watch,Apple,70,710.21,East
2025-10-21,269,Samsung Watch,Samsung,93,689.36,North
2025-10-21,328,Samsung Watch,Samsung,27,686.93,West
2025-10-21,184,Apple Watch,Apple,37,663.39,West
2025-10-21,261,Samsung Watch,Samsung,49,676.03,North
2025-10-22,268,Apple Watch,Apple,64,720.37,East
2025-10-22,169,Apple Watch,Apple,34,636.55,South
2025-10-22,259,Apple Watch,Apple,18,245.23,East
2025-10-22,227,iPhone,Apple,64,644.14,North
2025-10-22,33,Samsung Watch,Samsung,74,610.68,North
2025-10-23,377,Samsung Phone,Samsung,44,791.72,South
2025-10-23,214,Samsung Phone,Samsung,17,1051.69,South
2025-10-23,50,Samsung Watch,Samsung,59,322.11,South
2025-10-23,440,Apple Watch,Apple,13,438.59,North
2025-10-23,492,Samsung Phone,Samsung,52,960.15,West
2025-10-24,393,Samsung Phone,Samsung,60,1132.26,East
2025-10-24,489,Samsung Watch,Samsung,42,198.27,South
2025-10-24,210,Samsung Phone,Samsung,91,1089.18,North
2025-10-24,434,Apple Watch,Apple,64,675.81,East
2025-10-24,29,Samsung Watch,Samsung,66,323.55,South
2025-10-25,39,Apple Watch,Apple,34,413.13,West
2025-10-25,347,Samsung Phone,Samsung,95,437.17,East
2025-10-25,100,Samsung Phone,Samsung,87,412.59,East
2025-10-25,173,Apple Watch,Apple,71,486.2,North
2025-10-25,17,iPhone,Apple,64,685.99,North
2025-10-26,56,Samsung Phone,Samsung,33,555.2,North
2025-10-26,226,iPhone,Apple,12,1362.09,West
2025-10-26,46,Samsung Phone,Samsung,76,856.82,East
2025-10-26,67,iPhone,Apple,19,1170.27,South
2025-10-26,197,iPhone,Apple,9,768.73,West
2025-10-27,142,iPhone,Apple,74,1345.8,South
2025-10-27,323,Apple Watch,Apple,17,720.79,South
2025-10-27,23,iPhone,Apple,50,1070.99,North
2025-10-27,487,iPhone,Apple,39,1421.3,South
2025-10-27,94,iPhone,Apple,41,1360.35,South
2025-10-28,242,Samsung Phone,Samsung,10,985.06,West
2025-10-28,237,iPhone,Apple,12,1260.67,North
2025-10-28,445,Samsung Phone,Samsung,79,484.31,South
2025-10-28,407,iPhone,Apple,95,843.75,South
2025-10-28,411,iPhone,Apple,15,660.16,South
2025-10-29,54,Apple Watch,Apple,28,205.21,East
2025-10-29,138,Samsung Phone,Samsung,4,526.65,East
2025-10-29,473,iPhone,Apple,36,1392.44,North
2025-10-29,333,Samsung Phone,Samsung,65,591.9,West
2025-10-29,272,Samsung Phone,Samsung,98,1176.12,North
2025-10-30,41,Samsung Watch,Samsung,47,478.51,East
2025-10-30,98,Apple Watch,Apple,81,342.36,North
2025-10-30,183,Apple Watch,Apple,39,498.28,West
2025-10-30,128,Apple Watch,Apple,38,331.46,North
2025-10-30,229,Samsung Watch,Samsung,44,691.19,South
2025-10-31,317,Samsung Watch,Samsung,51,616.0,West
2025-10-31,86,Apple Watch,Apple,97,215.74,West
2025-10-31,256,Samsung Watch,Samsung,85,671.28,West
2025-10-31,209,Samsung Watch,Samsung,26,546.59,North
2025-10-31,215,Samsung Watch,Samsung,36,195.31,North
2025-11-01,374,Apple Watch,Apple,69,602.38,South
2025-11-01,100,Apple Watch,Apple,97,588.16,West
2025-11-01,49,Apple Watch,Apple,1,331.27,South
2025-11-01,201,Samsung Watch,Samsung,53,567.15,West
2025-11-01,436,Apple Watch,Apple,6,252.24,East
2025-11-02,258,Samsung Watch,Samsung,37,419.19,North
2025-11-02,480,iPhone,Apple,2,608.93,South
2025-11-02,376,Samsung Watch,Samsung,69,682.81,North
2025-11-02,178,Samsung Phone,Samsung,90,1001.25,North
2025-11-02,245,Apple Watch,Apple,41,295.31,East
2025-11-03,123,Apple Watch,Apple,51,405.0,East
2025-11-03,342,Samsung Phone,Samsung,47,528.45,West
2025-11-03,171,Samsung Watch,Samsung,13,571.64,East
2025-11-03,333,iPhone,Apple,76,653.01,West
2025-11-03,136,Samsung Phone,Samsung,69,1072.33,East
2025-11-04,59,Samsung Phone,Samsung,66,1153.76,East
2025-11-04,193,Samsung Watch,Samsung,59,522.15,South
2025-11-04,465,Apple Watch,Apple,68,327.78,East
2025-11-04,268,Samsung Watch,Samsung,59,348.05,South
2025-11-04,260,Samsung Phone,Samsung,91,781.79,East
2025-11-05,373,Samsung Phone,Samsung,10,883.7,South
2025-11-05,461,Apple Watch,Apple,13,601.2,North
2025-11-05,95,Apple Watch,Apple,2,532.53,West
2025-11-05,125,Apple Watch,Apple,90,410.79,East
2025-11-05,41,Samsung Watch,Samsung,15,640.0,South
2025-11-06,379,Apple Watch,Apple,46,248.84,East
2025-11-06,254,Samsung Phone,Samsung,57,773.0,South
2025-11-06,7,Samsung Phone,Samsung,10,1020.45,South
2025-11-06,471,iPhone,Apple,22,654.79,East
2025-11-06,216,Samsung Watch,Samsung,89,537.93,West
2025-11-07,69,iPhone,Apple,79,1337.74,South
2025-11-07,69,Samsung Phone,Samsung,77,928.67,North
2025-11-07,81,iPhone,Apple,8,611.64,East
2025-11-07,30,Samsung Phone,Samsung,21,544.11,North
2025-11-07,73,iPhone,Apple,85,907.9,South
2025-11-08,262,Apple Watch,Apple,22,340.21,South
2025-11-08,89,iPhone,Apple,97,1466.39,East
2025-11-08,403,Apple Watch,Apple,45,590.96,West
2025-11-08,208,Apple Watch,Apple,91,378.18,North
2025-11-08,213,Samsung Watch,Samsung,40,661.33,West
2025-11-09,322,Apple Watch,Apple,22,644.36,North
2025-11-09,266,Apple Watch,Apple,30,370.76,West
2025-11-09,400,iPhone,Apple,62,940.99,East
2025-11-09,293,Samsung Phone,Samsung,73,559.54,North
2025-11-09,207,Samsung Watch,Samsung,45,684.09,East
2025-11-10,333,Apple Watch,Apple,35,510.38,West
2025-11-10,77,Samsung Watch,Samsung,82,642.83,West
2025-11-10,288,iPhone,Apple,42,911.85,West
2025-11-10,493,Apple Watch,Apple,5,716.5,East
2025-11-10,47,iPhone,Apple,27,648.5,South
2025-11-11,110,Samsung Watch,Samsung,70,690.15,South
2025-11-11,200,iPhone,Apple,62,1420.83,North
2025-11-11,427,Samsung Watch,Samsung,32,349.76,East
2025-11-11,210,iPhone,Apple,8,1297.25,East
2025-11-11,376,Samsung Watch,Samsung,85,563.74,East
2025-11-12,420,Samsung Phone,Samsung,18,1121.0,West
2025-11-12,154,iPhone,Apple,78,876.53,East
2025-11-12,10,iPhone,Apple,15,1018.97,South
2025-11-12,415,Samsung Phone,Samsung,26,1092.0,North
2025-11-12,353,Samsung Phone,Samsung,53,1022.86,South
2025-11-13,157,iPhone,Apple,44,954.12,East
2025-11-13,261,Samsung Phone,Samsung,32,1076.58,North
2025-11-13,77,Apple Watch,Apple,28,228.17,North
2025-11-13,257,Samsung Watch,Samsung,39,580.13,East
2025-11-13,471,Samsung Watch,Samsung,32,263.72,East
2025-11-14,488,Samsung Watch,Samsung,77,307.37,South
2025-11-14,131,Apple Watch,Apple,79,495.93,South
2025-11-14,67,Samsung Phone,Samsung,18,759.79,West
2025-11-14,455,Samsung Phone,Samsung,70,816.46,West
2025-11-14,228,iPhone,Apple,11,1090.3,West
2025-11-15,163,Samsung Phone,Samsung,32,665.22,East
2025-11-15,15,iPhone,Apple,20,757.7,East
2025-11-15,232,Apple Watch,Apple,97,661.09,West
2025-11-15,195,Samsung Watch,Samsung,40,369.99,West
2025-11-15,349,Samsung Watch,Samsung,8,428.21,South
2025-11-16,30,Samsung Watch,Samsung,35,504.58,West
2025-11-16,359,Samsung Phone,Samsung,69,1127.71,West
2025-11-16,338,iPhone,Apple,99,1236.8,North
2025-11-16,331,iPhone,Apple,78,640.91,West
2025-11-16,427,Apple Watch,Apple,21,703.14,North
2025-11-17,497,Samsung Phone,Samsung,24,1191.48,West
2025-11-17,316,Apple Watch,Apple,17,483.49,North
2025-11-17,486,iPhone,Apple,18,1472.63,West
2025-11-17,296,iPhone,Apple,98,1092.6,South
2025-11-17,449,Samsung Watch,Samsung,12,402.79,East
2025-11-18,413,Samsung Phone,Samsung,16,665.12,North
2025-11-18,330,iPhone,Apple,4,1191.8,East
2025-11-18,220,Samsung Watch,Samsung,89,276.4,South
2025-11-18,377,Samsung Phone,Samsung,34,483.95,West
2025-11-18,479,Apple Watch,Apple,92,216.34,West
2025-11-19,147,Samsung Phone,Samsung,46,633.9,South
2025-11-19,259,Samsung Phone,Samsung,75,716.62,East
2025-11-19,292,iPhone,Apple,77,1096.87,East
2025-11-19,299,iPhone,Apple,31,863.47,East
2025-11-19,143,Samsung Phone,Samsung,25,1187.25,East
2025-11-20,481,iPhone,Apple,74,862.57,North
2025-11-20,425,iPhone,Apple,24,996.88,East
2025-11-20,235,iPhone,Apple,65,692.95,North
2025-11-20,115,Samsung Watch,Samsung,25,293.34,South
2025-11-20,365,Samsung Watch,Samsung,28,176.58,West
2025-11-21,90,Samsung Phone,Samsung,36,847.61,North
2025-11-21,208,iPhone,Apple,82,1275.96,East
2025-11-21,164,Samsung Watch,Samsung,6,257.64,West
2025-11-21,481,Samsung Phone,Samsung,66,694.33,North
2025-11-21,84,iPhone,Apple,67,614.95,West
2025-11-22,77,Apple Watch,Apple,72,703.71,South
2025-11-22,161,iPhone,Apple,95,1301.97,East
2025-11-22,5,iPhone,Apple,48,656.93,South
2025-11-22,485,Samsung Watch,Samsung,83,350.68,West
2025-11-22,78,Samsung Phone,Samsung,70,1164.23,South
2025-11-23,91,Samsung Phone,Samsung,78,713.62,East
2025-11-23,87,Samsung Watch,Samsung,67,439.41,North
2025-11-23,270,iPhone,Apple,48,919.72,South
2025-11-23,104,Apple Watch,Apple,65,557.68,East
2025-11-23,452,iPhone,Apple,44,1480.34,West
2025-11-24,487,iPhone,Apple,94,1497.75,South
2025-11-24,500,Apple Watch,Apple,63,664.83,North
2025-11-24,339,Samsung Watch,Samsung,46,372.37,South
2025-11-24,175,Samsung Phone,Samsung,19,795.55,West
2025-11-24,54,Samsung Watch,Samsung,64,346.2,West
2025-11-25,388,Samsung Watch,Samsung,83,692.07,West
2025-11-25,478,iPhone,Apple,73,1236.98,South
2025-11-25,211,Samsung Phone,Samsung,71,759.15,South
2025-11-25,95,Samsung Phone,Samsung,50,409.69,South
2025-11-25,223,Samsung Watch,Samsung,63,436.27,North
2025-11-26,9,Apple Watch,Apple,41,790.36,East
2025-11-26,53,Samsung Watch,Samsung,7,437.68,South
2025-11-26,77,Apple Watch,Apple,9,309.46,North
2025-11-26,206,Samsung Phone,Samsung,4,417.67,West
2025-11-26,316,Samsung Watch,Samsung,89,345.09,South
2025-11-27,302,iPhone,Apple,49,1426.41,South
2025-11-27,310,Samsung Watch,Samsung,76,698.1,South
2025-11-27,330,Samsung Phone,Samsung,6,1156.29,North
2025-11-27,112,iPhone,Apple,82,1256.48,South
2025-11-27,351,iPhone,Apple,21,1102.33,South
2025-11-28,165,Apple Watch,Apple,15,554.41,East
2025-11-28,279,iPhone,Apple,67,1085.09,North
2025-11-28,27,iPhone,Apple,66,1236.34,East
2025-11-28,70,Samsung Watch,Samsung,56,380.38,East
2025-11-28,218,Samsung Phone,Samsung,68,935.36,East
2025-11-29,450,Apple Watch,Apple,32,272.97,East
2025-11-29,365,Samsung Watch,Samsung,66,296.13,West
2025-11-29,189,iPhone,Apple,29,1352.4,South
2025-11-29,333,iPhone,Apple,66,1413.37,East
2025-11-29,435,Apple Watch,Apple,34,523.4,North
2025-11-30,306,Samsung Phone,Samsung,27,425.31,South
2025-11-30,124,Apple Watch,Apple,60,756.18,East
2025-11-30,19,Samsung Watch,Samsung,39,536.14,East
2025-11-30,257,Apple Watch,Apple,44,448.42,North
2025-11-30,296,iPhone,Apple,82,1138.54,West
2025-12-01,416,Samsung Watch,Samsung,36,386.38,North
2025-12-01,22,iPhone,Apple,19,1018.81,West
2025-12-01,368,Samsung Phone,Samsung,91,1109.45,West
2025-12-01,477,iPhone,Apple,45,744.98,West
2025-12-01,450,iPhone,Apple,84,693.3,East
2025-12-02,40,Apple Watch,Apple,21,201.64,East
2025-12-02,38,iPhone,Apple,23,882.6,West
2025-12-02,48,Samsung Watch,Samsung,94,231.08,West
2025-12-02,183,Samsung Watch,Samsung,89,270.99,East
2025-12-02,75,Samsung Phone,Samsung,95,408.99,West
2025-12-03,209,Samsung Watch,Samsung,27,274.96,East
2025-12-03,183,Apple Watch,Apple,98,399.63,West
2025-12-03,435,Samsung Phone,Samsung,72,425.25,East
2025-12-03,107,Samsung Watch,Samsung,19,484.35,North
2025-12-03,188,Apple Watch,Apple,41,541.28,West
2025-12-04,264,Samsung Watch,Samsung,26,203.37,West
2025-12-04,86,Samsung Watch,Samsung,28,477.26,North
2025-12-04,324,iPhone,Apple,64,1498.79,South
2025-12-04,331,Samsung Watch,Samsung,68,669.46,West
2025-12-04,456,Samsung Watch,Samsung,95,151.47,South
2025-12-05,137,Apple Watch,Apple,80,677.23,North
2025-12-05,346,Apple Watch,Apple,51,412.16,West
2025-12-05,386,iPhone,Apple,74,657.29,South
2025-12-05,336,Samsung Watch,Samsung,48,312.79,West
2025-12-05,95,iPhone,Apple,10,889.56,West
2025-12-06,326,Samsung Watch,Samsung,73,437.78,East
2025-12-06,245,Samsung Phone,Samsung,39,928.87,South
2025-12-06,469,Samsung Phone,Samsung,100,999.24,East
2025-12-06,90,iPhone,Apple,100,821.31,East
2025-12-06,59,iPhone,Apple,19,889.59,South
2025-12-07,403,iPhone,Apple,64,877.54,South
2025-12-07,28,Apple Watch,Apple,19,417.64,East
2025-12-07,72,Apple Watch,Apple,76,799.79,West
2025-12-07,270,Apple Watch,Apple,62,666.77,West
2025-12-07,24,iPhone,Apple,13,1477.49,North
2025-12-08,112,Samsung Watch,Samsung,25,531.21,West
2025-12-08,300,Samsung Phone,Samsung,100,725.02,South
2025-12-08,485,iPhone,Apple,89,950.77,South
2025-12-08,56,Apple Watch,Apple,92,493.15,North
2025-12-08,474,Apple Watch,Apple,42,450.12,South
2025-12-09,223,iPhone,Apple,39,1345.49,East
2025-12-09,120,iPhone,Apple,30,1018.5,North
2025-12-09,179,Apple Watch,Apple,5,377.37,North
2025-12-09,288,Samsung Watch,Samsung,81,576.17,West
2025-12-09,434,Apple Watch,Apple,18,712.65,West
2025-12-10,425,Apple Watch,Apple,21,452.26,East
2025-12-10,450,iPhone,Apple,86,1201.03,East
2025-12-10,281,Samsung Watch,Samsung,50,182.34,West
2025-12-10,372,Apple Watch,Apple,6,517.68,West
2025-12-10,492,Apple Watch,Apple,50,226.99,East
2025-12-11,189,Samsung Phone,Samsung,80,423.35,West
2025-12-11,66,iPhone,Apple,66,1151.63,North
2025-12-11,298,Samsung Phone,Samsung,1,642.67,East
2025-12-11,449,Samsung Phone,Samsung,57,994.03,West
2025-12-11,420,Apple Watch,Apple,30,737.65,South
2025-12-12,249,iPhone,Apple,58,725.45,South
2025-12-12,76,Samsung Watch,Samsung,52,548.49,East
2025-12-12,137,Apple Watch,Apple,37,508.71,South
2025-12-12,164,Samsung Watch,Samsung,48,211.67,South
2025-12-12,233,Samsung Watch,Samsung,87,508.38,North
2025-12-13,255,iPhone,Apple,1,1148.52,East
2025-12-13,476,Samsung Phone,Samsung,19,812.51,South
2025-12-13,294,iPhone,Apple,46,1433.82,West
2025-12-13,417,Samsung Watch,Samsung,67,436.59,East
2025-12-13,170,Apple Watch,Apple,2,794.31,East
2025-12-14,317,Samsung Watch,Samsung,56,430.08,South
2025-12-14,174,Apple Watch,Apple,17,269.51,South
2025-12-14,470,Apple Watch,Apple,92,482.28,North
2025-12-14,345,iPhone,Apple,82,764.1,West
2025-12-14,445,Samsung Watch,Samsung,97,478.42,North
2025-12-15,18,Samsung Phone,Samsung,79,954.51,North
2025-12-15,70,Samsung Watch,Samsung,22,407.64,West
2025-12-15,338,Samsung Watch,Samsung,27,203.74,South
2025-12-15,116,Samsung Phone,Samsung,55,774.91,North
2025-12-15,80,iPhone,Apple,32,673.31,East
2025-12-16,15,Samsung Watch,Samsung,60,525.17,North
2025-12-16,176,Samsung Watch,Samsung,83,584.7,West
2025-12-16,456,Apple Watch,Apple,28,777.43,North
2025-12-16,269,Samsung Watch,Samsung,28,231.84,North
2025-12-16,119,Samsung Phone,Samsung,74,825.94,East
2025-12-17,299,Apple Watch,Apple,84,540.52,West
2025-12-17,188,iPhone,Apple,25,1430.23,East
2025-12-17,57,Apple Watch,Apple,85,576.37,South
2025-12-17,199,Samsung Phone,Samsung,78,516.41,West
2025-12-17,17,Samsung Phone,Samsung,86,749.08,North
2025-12-18,434,Apple Watch,Apple,26,592.86,East
2025-12-18,288,iPhone,Apple,75,1230.26,East
2025-12-18,406,Apple Watch,Apple,71,717.84,West
2025-12-18,55,iPhone,Apple,17,762.46,East
2025-12-18,499,Apple Watch,Apple,82,770.93,West
2025-12-19,441,Samsung Phone,Samsung,7,447.31,South
2025-12-19,269,Samsung Watch,Samsung,56,691.07,West
